1,2015/2016,Monaco,20/02/2016,Troyes,Domicile,Stade Louis II,Ligue 1,3 - 1,Pied gauche,Hélder Costa,M. Dreyer,90'+3,https://www.youtube.com/watch?v=psVsiS150CA,02:54
96,2018/2019,Paris Saint-Germain,21/04/2019,Monaco,Domicile,Parc des Princes,Ligue 1 Conforama,3 - 1,Pied gauche,Dani Alves,D. Subašić,55',https://www.youtube.com/watch?v=lDqCH2AgiDg,02:13
97,2018/2019,Paris Saint-Germain,18/05/2019,Dijon,Domicile,Parc des Princes,Ligue 1 Conforama,4 - 0,Pied droit,,R. Rúnarsson,36',https://www.youtube.com/watch?v=1m6j50B3nK8,01:30
98,2018/2019,Paris Saint-Germain,18/05/2019,Dijon,Domicile,Parc des Princes,Ligue 1 Conforama,4 - 0,Pied droit,Leandro Paredes,R. Rúnarsson,56',https://www.youtube.com/watch?v=1m6j50B3nK8,02:14
99,2018/2019,Paris Saint-Germain,24/05/2019,Reims,Exterieur,Stade Auguste-Delaune II,Ligue 1 Conforama,3 - 1,Pied droit,Edinson Cavani,E. Mendy,59',https://www.youtube.com/watch?v=-GBY6c1uDwM,03:02
100,EURO 2020,Equipe de France,11/06/2019,Andorra,Exterieur,Estadi Nacional,Éliminatoires Euro,0 - 4,Pied droit,Antoine Griezmann,J. Gómes,11',https://www.youtube.com/watch?v=-iU-kVHgIhA,00:40
101,2019/2020,Paris Saint-Germain,03/08/2019,Rennes,Domicile,Shenzhen Universiade Sports Centre,Trophée des Champions,2 - 1,Pied droit,Pablo Sarabia,T. Koubek,57',https://www.youtube.com/watch?v=NLndAklDv94,01:15
102,2019/2020,Paris Saint-Germain,11/08/2019,Nîmes,Domicile,Parc des Princes,Ligue 1 Conforama,3 - 0,Pied gauche,Juan Bernat,P. Bernardoni,56',https://www.youtube.com/watch?v=PlvdQi8wSdk,03:01
103,2019/2020,Paris Saint-Germain,18/10/2019,Nice,Exterieur,Allianz Riviera,Ligue 1 Conforama,1 - 4,Pied droit,,W. Benítez,88',https://www.youtube.com/watch?v=OkYhQgbCA4Y,03:39
104,2019/2020,Paris Saint-Germain,22/10/2019,Club Bruges,Exterieur,Jan Breydelstadion,Ligue des Champions,0 - 5,Tête,Di Maria,S. Mignolet,61',https://www.youtube.com/watch?v=ycPfoG3s-xU,00:36
105,2019/2020,Paris Saint-Germain,22/10/2019,Club Bruges,Exterieur,Jan Breydelstadion,Ligue des Champions,0 - 5,Pied droit,Di Maria,S. Mignolet,79',https://www.youtube.com/watch?v=ycPfoG3s-xU,00:59
106,2019/2020,Paris Saint-Germain,22/10/2019,Club Bruges,Exterieur,Jan Breydelstadion,Ligue des Champions,0 - 5,Pied gauche,Di Maria,S. Mignolet,83',https://www.youtube.com/watch?v=ycPfoG3s-xU,01:13
107,2019/2020,Paris Saint-Germain,27/10/2019,Marseille,Domicile,Parc des Princes,Ligue 1 Conforama,4 - 0,Pied gauche,Di Maria,S. Mandanda,32',https://www.youtube.com/watch?v=ibu2AYZTfgs,01:31
108,2019/2020,Paris Saint-Germain,27/10/2019,Marseille,Domicile,Parc des Princes,Ligue 1 Conforama,4 - 0,Pied droit,Di Maria,S. Mandanda,44',https://www.youtube.com/watch?v=ibu2AYZTfgs,02:16
109,2019/2020,Paris Saint-Germain,01/11/2019,Dijon,Exterieur,Stade Gaston-Gérard,Ligue 1 Conforama,2 - 1,Pied droit,Di Maria,A. Gomis,19',https://www.youtube.com/watch?v=dK2HOeoLZ3s,00:30
110,2019/2020,Paris Saint-Germain,26/11/2019,Real Madrid,Exterieur,Estadio Santiago Bernabéu,Ligue des Champions,2 - 2,Pied gauche,,T. Courtois,81',https://www.youtube.com/watch?v=2SnH1vAKLik,01:45
111,2019/2020,Paris Saint-Germain,04/12/2019,Nantes,Domicile,Parc des Princes,Ligue 1 Conforama,2 - 0,Pied droit,Di Maria,A. Lafont,52',https://www.youtube.com/watch?v=ACLD1aYJFa0,01:48
112,2019/2020,Paris Saint-Germain,07/12/2019,Montpellier,Exterieur,Stade de la Mosson,Ligue 1 Conforama,1 - 3,Pied droit,Neymar Jr,G. Rulli,76',https://www.youtube.com/watch?v=wUsklt5VUT8,02:25
113,2019/2020,Paris Saint-Germain,11/12/2019,Galatasaray,Domicile,Parc des Princes,Ligue des Champions,5 - 0,Pied droit,Neymar Jr,F. Muslera,63',https://www.youtube.com/watch?v=jhYZsOpNLSU,N/A
114,2019/2020,Paris Saint-Germain,15/12/2019,ASSE,Exterieur,Stade Geoffroy-Guichard,Ligue 1 Conforama,0 - 4,Pied droit,Neymar Jr,S. Ruffier,43',https://www.youtube.com/watch?v=C2X1KnvYhNw,01:21
115,2019/2020,Paris Saint-Germain,15/12/2019,ASSE,Exterieur,Stade Geoffroy-Guichard,Ligue 1 Conforama,0 - 4,Pied droit,Neymar Jr,S. Ruffier,89',https://www.youtube.com/watch?v=C2X1KnvYhNw,03:07
116,2019/2020,Paris Saint-Germain,18/12/2019,Le Mans,Exterieur,Stade Marie-Marvingt,Coupe de la Ligue BKT,1 - 4,Pied droit,Marco Verratti,P. Patron,41',https://www.youtube.com/watch?v=pne3Xb7Q0zg,01:22
117,2019/2020,Paris Saint-Germain,21/12/2019,Amiens,Domicile,Parc des Princes,Ligue 1 Conforama,4 - 1,Pied droit,Neymar Jr,R. Gurtner,10',https://www.youtube.com/watch?v=OJe-A4exRoU,00:28
118,2019/2020,Paris Saint-Germain,21/12/2019,Amiens,Domicile,Parc des Princes,Ligue 1 Conforama,4 - 1,Pied droit,Di Maria,R. Gurtner,65',https://www.youtube.com/watch?v=OJe-A4exRoU,02:25
119,2019/2020,Paris Saint-Germain,08/01/2020,ASSE,Domicile,Parc des Princes,Coupe de la Ligue BKT,6 - 1,Pied droit,Mauro Icardi,J. Moulin,67',https://www.youtube.com/watch?v=83Iyx0Khe-E,02:28
120,2019/2020,Paris Saint-Germain,15/01/2020,Monaco,Exterieur,Stade Louis II,Ligue 1 Conforama,1 - 4,Pied droit,Di Maria,B. Lecomte,24',https://www.youtube.com/watch?v=DluxHnl6iME,00:37
121,2019/2020,Paris Saint-Germain,15/01/2020,Monaco,Exterieur,Stade Louis II,Ligue 1 Conforama,1 - 4,Pied gauche,Neymar Jr,B. Lecomte,90'+1,https://www.youtube.com/watch?v=DluxHnl6iME,03:45
122,2019/2020,Paris Saint-Germain,01/02/2020,Montpellier,Domicile,Parc des Princes,Ligue 1 Conforama,5 - 0,Pied gauche,Neymar Jr,M. Carvalho,57',https://www.youtube.com/watch?v=-IZsTkpFpgM,02:31
123,2019/2020,Paris Saint-Germain,09/02/2020,Lyon,Domicile,Parc des Princes,Ligue 1 Conforama,4 - 2,Pied droit,Thomas Meunier,A. Lopes,38',https://www.youtube.com/watch?v=53pzbtwGgzE&feature=onebox,01:09
124,2019/2020,Paris Saint-Germain,12/02/2020,Dijon,Exterieur,Stade Gaston-Gérard,Coupe de France,1 - 6,Pied droit,,R. Rúnarsson,44',https://www.youtube.com/watch?v=ckYNl1Ww3sY,03:53
125,2019/2020,Paris Saint-Germain,23/02/2020,Bordeaux,Domicile,Parc des Princes,Ligue 1 Conforama,4 - 3,Pied droit,Edinson Cavani,B. Costil,69',https://www.youtube.com/watch?v=8k0z-IYCWdc,03:09
126,2019/2020,Paris Saint-Germain,29/02/2020,Dijon,Domicile,Parc des Princes,Ligue 1 Conforama,4 - 0,Pied droit,Julian Draxler,R. Rúnarsson,74',https://www.youtube.com/watch?v=0ABGI5C1r1g,01:41
127,2019/2020,Paris Saint-Germain,29/02/2020,Dijon,Domicile,Parc des Princes,Ligue 1 Conforama,4 - 0,Pied droit,,R. Rúnarsson,90'+1,https://www.youtube.com/watch?v=0ABGI5C1r1g,02:32
128,2019/2020,Paris Saint-Germain,04/03/2020,Lyon,Exterieur,Groupama Stadium,Coupe de France,1 - 5,Pied droit,Layvin Kurzawa,A. Lopes,14',https://www.youtube.com/watch?v=_4nh6MwB5hM,01:43
129,2019/2020,Paris Saint-Germain,04/03/2020,Lyon,Exterieur,Groupama Stadium,Coupe de France,1 - 5,Pied droit,,A. Lopes,70',https://www.youtube.com/watch?v=_4nh6MwB5hM,02:37
130,2019/2020,Paris Saint-Germain,04/03/2020,Lyon,Exterieur,Groupama Stadium,Coupe de France,1 - 5,Pied gauche,,A. Lopes,90'+2,https://www.youtube.com/watch?v=_4nh6MwB5hM,03:00
131,2020/2021,Equipe de France,05/09/2020,Suède,Exterieur,Friends Arena,Ligue des Nations,0 - 1,Pied gauche,,R. Olsen,41',https://www.youtube.com/watch?v=nRz4NWR-sJY,01:05
132,2020/2021,Paris Saint-Germain,20/09/2020,Nice,Exterieur,Allianz Riviera,Ligue 1 Uber Eats,0 - 3,Pied droit (peno),,W. Benítez,38',https://www.youtube.com/watch?v=FO7PNkjdS20,00:51
133,2020/2021,Paris Saint-Germain,02/10/2020,Angers,Domicile,Parc des Princes,Ligue 1 Uber Eats,6 - 1,Pied droit,Pablo Sarabia,P. Bernardoni,84',https://www.youtube.com/watch?v=r_QYIVCvINQ,03:13
134,2019/2020,Equipe de France,07/10/2020,Ukraine,Domicile,Stade de France,Matchs Amicaux,7 - 1,Pied droit,??,G. Bushchan,82',https://www.youtube.com/watch?v=kIHPRVmXt8M,04:00
135,2020/2021,Equipe de France,14/10/2020,Croatie,Exterieur,Stadion Maksimir,Ligue des Nations,1 - 2,Pied droit,Lucas Digne,D. Livaković,79',https://www.youtube.com/watch?v=3kKX_r77kZc,03:30
136,2020/2021,Paris Saint-Germain,16/10/2020,Nîmes,Exterieur,Stade des Costières,Ligue 1 Uber Eats,0 - 4,Pied gauche,Rafinha,B. Reynet,32',https://www.youtube.com/watch?v=aXykXkka0sI,01:01
137,2020/2021,Paris Saint-Germain,16/10/2020,Nîmes,Exterieur,Stade des Costières,Ligue 1 Uber Eats,0 - 4,Pied droit,Pablo Sarabia,B. Reynet,83',https://www.youtube.com/watch?v=aXykXkka0sI,02:36
138,2020/2021,Paris Saint-Germain,24/10/2020,Dijon,Domicile,Parc des Princes,Ligue 1 Uber Eats,4 - 0,Pied gauche,Neymar Jr,S. Allagbé,82',https://www.youtube.com/watch?v=btXdxEXRZTE,02:37
139,2020/2021,Paris Saint-Germain,24/10/2020,Dijon,Domicile,Parc des Princes,Ligue 1 Uber Eats,4 - 0,Pied droit,Pablo Sarabia,S. Allagbé,88',https://www.youtube.com/watch?v=btXdxEXRZTE,03:11
140,2020/2021,Paris Saint-Germain,31/10/2020,Nantes,Exterieur,Stade de la Beaujoire,Ligue 1 Uber Eats,0 - 3,Pied droit (peno),,A. Lafont,65',https://www.youtube.com/watch?v=jGTgF3z3joI,02:21
141,2020/2021,Paris Saint-Germain,20/11/2020,Monaco,Exterieur,Stade Louis II,Ligue 1 Uber Eats,3 - 2,Pied droit,Di Maria,V. Mannone,25',https://www.youtube.com/watch?v=J58k-NsqMAA,00:29
142,2020/2021,Paris Saint-Germain,20/11/2020,Monaco,Exterieur,Stade Louis II,Ligue 1 Uber Eats,3 - 2,Pied droit (peno),,V. Mannone,37',https://www.youtube.com/watch?v=J58k-NsqMAA,01:10
143,2020/2021,Paris Saint-Germain,05/12/2020,Montpellier,Exterieur,Stade de la Mosson,Ligue 1 Uber Eats,1 - 3,Pied droit,Layvin Kurzawa,J. Omlin,90'+1,https://www.youtube.com/watch?v=kdxKO4qAFQw,02:54
144,2020/2021,Paris Saint-Germain,09/12/2020,Basaksehir,Domicile,Parc des Princes,Ligue des Champions,5 - 1,Pied droit (peno),,M. Günok,42',N/A,N/A
145,2020/2021,Paris Saint-Germain,09/12/2020,Basaksehir,Domicile,Parc des Princes,Ligue des Champions,5 - 1,Pied droit,Di Maria,M. Günok,62',N/A,N/A
146,2020/2021,Paris Saint-Germain,16/12/2020,Lorient,Domicile,Parc des Princes,Ligue 1 Uber Eats,2 - 0,Pied droit (peno),,P. Nardi,51',https://www.youtube.com/watch?v=pI0qrzpjB1w,02:13
147,2020/2021,Paris Saint-Germain,23/12/2020,Strasbourg,Domicile,Parc des Princes,Ligue 1 Uber Eats,4 - 0,Pied droit,Di Maria,E. Kawashima,80',https://www.youtube.com/watch?v=uCDutH4GnLA,02:11
148,2020/2021,Paris Saint-Germain,22/01/2021,Montpellier,Domicile,Parc des Princes,Ligue 1 Uber Eats,4 - 0,Pied droit,Di Maria,J. Omlin,34',https://www.youtube.com/watch?v=0Cu8S9QXpMw,01:02
149,2020/2021,Paris Saint-Germain,22/01/2021,Montpellier,Domicile,Parc des Princes,Ligue 1 Uber Eats,4 - 0,Pied droit,Mauro Icardi,J. Omlin,63',https://www.youtube.com/watch?v=0Cu8S9QXpMw,02:46
150,2020/2021,Paris Saint-Germain,03/02/2021,Nîmes,Domicile,Parc des Princes,Ligue 1 Uber Eats,3 - 0,Pied droit,Leandro Paredes,B. Reynet,68',https://www.youtube.com/watch?v=sjxBxvFDT4s,02:39
151,2020/2021,Paris Saint-Germain,07/02/2021,Marseille,Exterieur,Stade Vélodrome,Ligue 1 Uber Eats,0 - 2,Pied gauche,Di Maria,S. Mandanda,9',https://www.youtube.com/watch?v=eoTG24cBbY0,00:32
152,2020/2021,Paris Saint-Germain,16/02/2021,Barcelone,Exterieur, Camp Nou,Ligue des Champions,1 - 4,Pied gauche,Marco Verratti,M. ter Stegen,32',https://www.youtube.com/watch?v=PAw-qzuihfA,02:32
153,2020/2021,Paris Saint-Germain,16/02/2021,Barcelone,Exterieur,Camp Nou,Ligue des Champions,1 - 4,Pied gauche,,M. ter Stegen,65',https://www.youtube.com/watch?v=PAw-qzuihfA,04:20
154,2020/2021,Paris Saint-Germain,16/02/2021,Barcelone,Exterieur,Camp Nou,Ligue des Champions,1 - 4,Pied droit,Julian Draxler,M. ter Stegen,85',https://www.youtube.com/watch?v=PAw-qzuihfA,05:19
155,2020/2021,Paris Saint-Germain,27/02/2021,Dijon,Exterieur,Stade Gaston-Gérard,Ligue 1 Uber Eats,0 - 4,Pied droit (peno),,A. Racioppi,31',https://www.youtube.com/watch?v=2EIod2VBkyA,01:10
156,2020/2021,Paris Saint-Germain,27/02/2021,Dijon,Exterieur,Stade Gaston-Gérard,Ligue 1 Uber Eats,0 - 4,Pied gauche,Rafinha,A. Racioppi,51',https://www.youtube.com/watch?v=2EIod2VBkyA,01:38
157,2020/2021,Paris Saint-Germain,06/03/2021,Brest,Exterieur,Stade Francis-Le Blé,Coupe de France,0 - 3,Pied gauche,Marco Verratti,S. Cibois,9',https://www.youtube.com/watch?v=MDlFISOebEU,00:25
158,2020/2021,Paris Saint-Germain,06/03/2021,Brest,Exterieur,Stade Francis-Le Blé,Coupe de France,0 - 3,Torse,Marco Verratti,S. Cibois,73',https://www.youtube.com/watch?v=MDlFISOebEU,05:25
159,2020/2021,Paris Saint-Germain,10/03/2021,Barcelone,Domicile,Parc des Princes,Ligue des Champions,1 - 1,Pied droit (peno),,M. ter Stegen,30',https://www.youtube.com/watch?v=lFp8dwyGflg,00:28
160,2020/2021,Paris Saint-Germain,17/03/2021,Lille,Domicile,Parc des Princes,Coupe de France,3 - 0,Pied droit (peno),,M. Maignan,42',https://www.youtube.com/watch?v=s5ZtsXsrbtI,03:29
161,2020/2021,Paris Saint-Germain,17/03/2021,Lille,Domicile,Parc des Princes,Coupe de France,3 - 0,Pied droit,Leandro Paredes,M. Maignan,90'+3,https://www.youtube.com/watch?v=s5ZtsXsrbtI,06:45
162,2020/2021,Paris Saint-Germain,21/03/2021,Lyon,Exterieur,Groupama Stadium,Ligue 1 Uber Eats,2 - 4,Pied gauche,,A. Lopes,15',https://www.youtube.com/watch?v=XVIP3nSp4_o,00:33
163,2020/2021,Paris Saint-Germain,21/03/2021,Lyon,Exterieur,Groupama Stadium,Ligue 1 Uber Eats,2 - 4,Pied droit,Marco Verratti,A. Lopes,52',https://www.youtube.com/watch?v=XVIP3nSp4_o,02:15
164,2020/2021,Paris Saint-Germain,07/04/2021,Bayern Munich,Exterieur,Allianz Arena,Ligue des Champions,2 - 3,Pied droit,Neymar Jr,M. Neuer,3',https://www.youtube.com/watch?v=MSoMHfTYKbE,01:20
165,2020/2021,Paris Saint-Germain,07/04/2021,Bayern Munich,Exterieur,Allianz Arena,Ligue des Champions,2 - 3,Pied droit,Di Maria,M. Neuer,68',https://www.youtube.com/watch?v=MSoMHfTYKbE,06:22
166,2020/2021,Paris Saint-Germain,10/04/2021,Strasbourg,Exterieur,Stade de la Meinau,Ligue 1 Uber Eats,1 - 4,Pied gauche,Leandro Paredes,M. Sels,16',https://www.youtube.com/watch?v=sks8mApJ3nI,00:52
167,2020/2021,Paris Saint-Germain,18/04/2021,ASSE,Domicile,Parc des Princes,Ligue 1 Uber Eats,3 - 2,Pied droit,Ander Herrera,E. Green,79',https://www.youtube.com/watch?v=KhFZnZZH0ZA,01:23
168,2020/2021,Paris Saint-Germain,18/04/2021,ASSE,Domicile,Parc des Princes,Ligue 1 Uber Eats,3 - 2,Pied droit (peno),,E. Green,87',https://www.youtube.com/watch?v=KhFZnZZH0ZA,02:00
169,2020/2021,Paris Saint-Germain,24/04/2021,Metz,Exterieur,Stade Saint-Symphorien,Ligue 1 Uber Eats,1 - 3,Pied droit,Ander Herrera,A. Oukidja,5',https://www.youtube.com/watch?v=6ER_VlT9MGI,00:30
170,2020/2021,Paris Saint-Germain,24/04/2021,Metz,Exterieur,Stade Saint-Symphorien,Ligue 1 Uber Eats,1 - 3,Pied droit,,A. Oukidja,59',https://www.youtube.com/watch?v=6ER_VlT9MGI,02:28
171,2020/2021,Paris Saint-Germain,12/05/2021,Montpellier,Exterieur,Stade de la Mosson,Coupe de France,2 - 2,Pied gauche ,Idrissa Gueye,D. Bertaud,10',https://www.youtube.com/watch?v=USloUr8Dzg8,00:13
172,2020/2021,Paris Saint-Germain,12/05/2021,Montpellier,Exterieur,Stade de la Mosson,Coupe de France,2 - 2,Pied droit,Rafinha,D. Bertaud,50',https://www.youtube.com/watch?v=USloUr8Dzg8,01:45
173,2020/2021,Paris Saint-Germain,16/05/2021,Reims,Domicile,Parc des Princes,Ligue 1 Uber Eats,4 - 0,Pied droit,,P. Rajković,24',https://www.youtube.com/watch?v=KtpxgPEbrkw,01:19
174,2020/2021,Paris Saint-Germain,19/05/2021,Monaco,Exterieur,Stade de France,Coupe de France,0 - 2,Pied gauche,Di Maria,R. Majecki,81',https://www.youtube.com/watch?v=4X-efl_xFC8,03:04
175,2020/2021,Paris Saint-Germain,23/05/2021,Brest,Exterieur,Stade Francis-Le Blé,Ligue 1 Uber Eats,0 - 2,Pied gauche,,G. Larsonneur,71',https://www.youtube.com/watch?v=8g9zyUT3U3c,02:33
176,2020/2021,Equipe de France,02/06/2021,Pays de Galles,Domicile,Allianz Riviera,Matchs Amicaux,3 - 0,Pied droit,,D. Ward,34',https://www.youtube.com/watch?v=1K_-MavrSpI,02:47
177,2021/2022,Paris Saint-Germain,20/08/2021,Brest,Exterieur,Stade Francis-Le Blé,Ligue 1 Uber Eats,2 - 4,Tête,,M. Bizot,35',https://www.youtube.com/watch?v=jmcInSATIRc,00:52
178,2021/2022,Paris Saint-Germain,29/08/2021,Reims,Exterieur,Stade Auguste-Delaune II,Ligue 1 Uber Eats,0 - 2,Tête,Di Maria,P. Rajković,15',https://www.youtube.com/watch?v=SDjX4aHcFWI,01:09
179,2021/2022,Paris Saint-Germain,29/08/2021,Reims,Exterieur,Stade Auguste-Delaune II,Ligue 1 Uber Eats,0 - 2,Pied gauche,Achraf Hakimi,P. Rajković,63',https://www.youtube.com/watch?v=SDjX4aHcFWI,02:35
180,2021/2022,Paris Saint-Germain,11/09/2021,Clermont,Domicile,Parc des Princes,Ligue 1 Uber Eats,4 - 0,Pied gauche,Julian Draxler,A. Desmas,55',https://www.youtube.com/watch?v=M52kCZZgjts,01:39
181,2020/2021,Equipe de France,07/10/2021,Belgique,Exterieur,Allianz Stadium,Ligue des Nations,2 - 3,Pied droit (peno),,T. Courtois,69',https://www.youtube.com/watch?v=7gMrbFd492w,04:29
182,2020/2021,Equipe de France,10/10/2021,Espagne,Exterieur,Stadio Giuseppe Meazza,Ligue des Nations,1 - 2,Pied gauche,Théo Hernandez,U. Simon,80',https://www.youtube.com/watch?v=BswmD3wEicU,04:17
183,2021/2022,Paris Saint-Germain,15/10/2021,Angers,Domicile,Parc des Princes,Ligue 1 Uber Eats,2 - 1,Pied droit (peno),,P. Bernardoni,87',https://www.youtube.com/watch?v=atHv5hrum5k,03:09
184,2021/2022,Paris Saint-Germain,19/10/2021,Leipzig,Domicile,Parc des Princes,Ligue des Champions,3 - 2,Pied droit,Julian Draxler,P. Gulácsi,10',https://www.youtube.com/watch?v=nHRaOl2pSRc,01:41
185,2021/2022,Paris Saint-Germain,06/11/2021,Bordeaux,Exterieur,Stade Matmut-Atlantique,Ligue 1 Uber Eats,2 - 3,Pied droit,Georginio Wijnaldum,B. Costil,63',https://www.youtube.com/watch?v=l_tJQg0Uy3M,02:03
186,CDM 2022,Equipe de France,13/11/2021,Kazakhstan,Domicile,Parc des Princes,Eliminatoires CM - Europe,8 - 0,Pied droit,??,,6',https://www.youtube.com/watch?v=lhhCp7aTXnI,00:45
187,CDM 2022,Equipe de France,13/11/2021,Kazakhstan,Domicile,Parc des Princes,Eliminatoires CM - Europe,8 - 0,Pied droit,??,,12',https://www.youtube.com/watch?v=lhhCp7aTXnI,01:23
188,CDM 2022,Equipe de France,13/11/2021,Kazakhstan,Domicile,Parc des Princes,Eliminatoires CM - Europe,8 - 0,Tête,??,,32',https://www.youtube.com/watch?v=lhhCp7aTXnI,02:11
